BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201703,6,2200,201703,7,230,114246,684409,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,6,GRAVES,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684410,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,18,HENDERSON,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,45.00,MG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684411,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,2,HICKMAN,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684412,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,16,HOPKINS,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684413,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,7,LIVINGSTON,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684414,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,11,LYON,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,26,1314,201703,26,1314,113235,677501,KENTUCKY,21,2017,0001-03-01,Hail,C,63,ELLIOTT,JKL,26-MAR-17 13:14:00,EST-5,26-MAR-17 13:14:00,0,0,0,0,,,Public,0.75,,,,,,,,,,,1,N,SANDY HOOK,1,N,SANDY HOOK,38.09,-83.12,38.09,-83.12,"A broken line of showers and thunderstorms developed early this afternoon. One storm on the northern end of this line produced quarter sized hail in Morgan County, while pennies were reported in Elliott County. In addition, a rain shower mixed down strong enough winds to produce localized damage in Fleming County.",A citizen reported penny sized hail near Sandy Hook.,CSV
201703,1,640,201703,1,640,113678,680448,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,219,TODD,PAH,01-MAR-17 06:40:00,CST-6,01-MAR-17 06:40:00,0,0,0,0,0.00K,0.00K,Mesonet,51.00,MG,,,,,,,,,,5,SW,ELKTON,5,SW,ELKTON,36.7688,-87.2139,36.7688,-87.2139,"A squall line of severe thunderstorms produced widespread damaging winds from 70 to 80 mph across southwest Kentucky, mainly along and south of a Paducah to Princeton to Madisonville line. An isolated tornado was embedded within the damaging wind area. The squall line intensified ahead of an upper-level trough advancing east of the Plains states. The squall line was focused along and ahead of a cold front, where winds at 850 mb were southwesterly between 50 and 60 knots. Ahead of the squall line, the air mass was moist and rather unstable.",A wind gust to 59 mph was measured at a Kentucky mesonet site.,CSV
201703,1,532,201703,1,532,113678,680787,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,35,CALLOWAY,PAH,01-MAR-17 05:32:00,CST-6,01-MAR-17 05:32:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,65.00,EG,,,,,,,,,,4,NW,LYNN GROVE,4,NW,LYNN GROVE,36.6358,-88.4746,36.6358,-88.4746,"A squall line of severe thunderstorms produced widespread damaging winds from 70 to 80 mph across southwest Kentucky, mainly along and south of a Paducah to Princeton to Madisonville line. An isolated tornado was embedded within the damaging wind area. The squall line intensified ahead of an upper-level trough advancing east of the Plains states. The squall line was focused along and ahead of a cold front, where winds at 850 mb were southwesterly between 50 and 60 knots. Ahead of the squall line, the air mass was moist and rather unstable.",Several large branches were broken along the Graves County line. This damage was associated with the storm that produced the EF-2 tornado near Cuba in Graves County.,CSV
201703,1,412,201703,1,414,112766,675158,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,135,LEWIS,ILN,01-MAR-17 04:12:00,EST-5,01-MAR-17 04:14:00,0,0,0,0,2.00K,0.00K,Emergency Manager,50.00,EG,,,,,,,,,,0,N,BURTONVILLE,0,N,BURTONVILLE,38.5,-83.57,38.5,-83.57,"An unseasonably warm and moist air mass was in place across the region during the morning hours of March 1st. Showers and thunderstorms developed across the Ohio Valley during the early morning hours as a strong low pressure system lifted northeast into the Great Lakes region. These storms produced heavy rain, large hail and several tornadoes. A squall line then moved through the region during the mid morning hours ahead of an approaching cold front. These storms resulted in damaging winds and additional heavy rain.",A few trees were downed.,CSV
201703,6,2200,201703,7,230,114246,684415,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,8,MARSHALL,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684416,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,5,MCCRACKEN,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,ASOS,35.00,MG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684417,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,20,MCLEAN,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Mesonet,36.00,MG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684418,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,21,MUHLENBERG,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Mesonet,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684419,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,22,TODD,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Mesonet,36.00,MG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684420,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,12,TRIGG,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,1,603,201703,1,605,112766,675160,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,135,LEWIS,ILN,01-MAR-17 06:03:00,EST-5,01-MAR-17 06:05:00,0,0,0,0,2.00K,0.00K,Emergency Manager,50.00,EG,,,,,,,,,,7,SE,VANCEBURG,7,SE,VANCEBURG,38.5284,-83.1584,38.5284,-83.1584,"An unseasonably warm and moist air mass was in place across the region during the morning hours of March 1st. Showers and thunderstorms developed across the Ohio Valley during the early morning hours as a strong low pressure system lifted northeast into the Great Lakes region. These storms produced heavy rain, large hail and several tornadoes. A squall line then moved through the region during the mid morning hours ahead of an approaching cold front. These storms resulted in damaging winds and additional heavy rain.",A few trees were downed.,CSV
201703,6,2200,201703,7,230,114246,684421,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,14,UNION,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684422,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,15,WEBSTER,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,26,1241,201703,26,1241,113235,677504,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,44,FLEMING,JKL,26-MAR-17 12:41:00,EST-5,26-MAR-17 12:41:00,0,0,0,0,5.00K,0.00K,Public,39.00,EG,,,,,,,,,,,,,,,,,,,,"A broken line of showers and thunderstorms developed early this afternoon. One storm on the northern end of this line produced quarter sized hail in Morgan County, while pennies were reported in Elliott County. In addition, a rain shower mixed down strong enough winds to produce localized damage in Fleming County.",A citizen reported roof damage to a barn near Nepton.,CSV
201703,1,803,201703,1,803,112769,673580,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,11,BATH,JKL,01-MAR-17 08:03:00,EST-5,01-MAR-17 08:03:00,0,0,0,0,,,Emergency Manager,60.00,EG,,,,,,,,,,1,SE,OWINGSVILLE,1,SE,OWINGSVILLE,38.14,-83.76,38.14,-83.76,"The first severe weather outbreak of 2017 struck eastern Kentucky during the early morning hours of March 1st. A line of severe thunderstorms raced across the area between roughly 730 am and 1045 am on Wednesday, March 1st, 2017. A number of these storms packed very strong winds that downed trees and power lines and damaged or destroyed numerous buildings and other structures across the area.",Trees were blown down county wide.,CSV
